hour_of_year,day,hour_of_day,hour_label,energy_consumed_wh,energy_consumed_kwh,average_power_kw,active_vehicles,active_vehicle_records
7464,312,0,year hour 7464,84257.97,84.25797,84.25797,627.0,56190.0
7465,312,1,year hour 7465,67763.65,67.76365,67.76365,602.0,52182.0
7466,312,2,year hour 7466,67864.3,67.8643,67.8643,601.0,52088.0
7467,312,3,year hour 7467,67591.19,67.59119,67.59119,601.0,52786.0
7468,312,4,year hour 7468,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7469,312,5,year hour 7469,68040.49,68.04049,68.04049,601.0,53095.0
7470,312,6,year hour 7470,71032.18,71.03218,71.03218,607.0,53189.0
7471,312,7,year hour 7471,68068.45,68.06845,68.06845,595.0,52165.0
7472,312,8,year hour 7472,69069.68000000001,69.06968,69.06968,604.0,53833.0
7473,312,9,year hour 7473,67953.64,67.95364,67.95364,604.0,52529.0
7474,312,10,year hour 7474,67944.94,67.94494,67.94494,602.0,52535.0
7475,312,11,year hour 7475,67802.9,67.8029,67.8029,588.0,52375.0
7476,312,12,year hour 7476,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7477,312,13,year hour 7477,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7478,312,14,year hour 7478,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7479,312,15,year hour 7479,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7480,312,16,year hour 7480,69555.96,69.55596,69.55596,608.0,53372.0
7481,312,17,year hour 7481,68005.42,68.00542,68.00542,598.0,52153.0
7482,312,18,year hour 7482,70931.0,70.931,70.931,607.0,53552.0
7483,312,19,year hour 7483,67678.63,67.67863,67.67863,599.0,52674.0
7484,312,20,year hour 7484,68076.09,68.07609,68.07609,599.0,52651.0
7485,312,21,year hour 7485,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7486,312,22,year hour 7486,67821.74,67.82174,67.82174,604.0,52967.0
7487,312,23,year hour 7487,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7488,313,0,year hour 7488,84257.97,84.25797,84.25797,627.0,56190.0
7489,313,1,year hour 7489,67763.65,67.76365,67.76365,602.0,52182.0
7490,313,2,year hour 7490,67864.3,67.8643,67.8643,601.0,52088.0
7491,313,3,year hour 7491,67591.19,67.59119,67.59119,601.0,52786.0
7492,313,4,year hour 7492,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7493,313,5,year hour 7493,68040.49,68.04049,68.04049,601.0,53095.0
7494,313,6,year hour 7494,71032.18,71.03218,71.03218,607.0,53189.0
7495,313,7,year hour 7495,68068.45,68.06845,68.06845,595.0,52165.0
7496,313,8,year hour 7496,69069.68000000001,69.06968,69.06968,604.0,53833.0
7497,313,9,year hour 7497,67953.64,67.95364,67.95364,604.0,52529.0
7498,313,10,year hour 7498,67944.94,67.94494,67.94494,602.0,52535.0
7499,313,11,year hour 7499,67802.9,67.8029,67.8029,588.0,52375.0
7500,313,12,year hour 7500,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7501,313,13,year hour 7501,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7502,313,14,year hour 7502,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7503,313,15,year hour 7503,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7504,313,16,year hour 7504,69555.96,69.55596,69.55596,608.0,53372.0
7505,313,17,year hour 7505,68005.42,68.00542,68.00542,598.0,52153.0
7506,313,18,year hour 7506,70931.0,70.931,70.931,607.0,53552.0
7507,313,19,year hour 7507,67678.63,67.67863,67.67863,599.0,52674.0
7508,313,20,year hour 7508,68076.09,68.07609,68.07609,599.0,52651.0
7509,313,21,year hour 7509,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7510,313,22,year hour 7510,67821.74,67.82174,67.82174,604.0,52967.0
7511,313,23,year hour 7511,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7512,314,0,year hour 7512,84257.97,84.25797,84.25797,627.0,56190.0
7513,314,1,year hour 7513,67763.65,67.76365,67.76365,602.0,52182.0
7514,314,2,year hour 7514,67864.3,67.8643,67.8643,601.0,52088.0
7515,314,3,year hour 7515,67591.19,67.59119,67.59119,601.0,52786.0
7516,314,4,year hour 7516,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7517,314,5,year hour 7517,68040.49,68.04049,68.04049,601.0,53095.0
7518,314,6,year hour 7518,71032.18,71.03218,71.03218,607.0,53189.0
7519,314,7,year hour 7519,68068.45,68.06845,68.06845,595.0,52165.0
7520,314,8,year hour 7520,69069.68000000001,69.06968,69.06968,604.0,53833.0
7521,314,9,year hour 7521,67953.64,67.95364,67.95364,604.0,52529.0
7522,314,10,year hour 7522,67944.94,67.94494,67.94494,602.0,52535.0
7523,314,11,year hour 7523,67802.9,67.8029,67.8029,588.0,52375.0
7524,314,12,year hour 7524,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7525,314,13,year hour 7525,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7526,314,14,year hour 7526,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7527,314,15,year hour 7527,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7528,314,16,year hour 7528,69555.96,69.55596,69.55596,608.0,53372.0
7529,314,17,year hour 7529,68005.42,68.00542,68.00542,598.0,52153.0
7530,314,18,year hour 7530,70931.0,70.931,70.931,607.0,53552.0
7531,314,19,year hour 7531,67678.63,67.67863,67.67863,599.0,52674.0
7532,314,20,year hour 7532,68076.09,68.07609,68.07609,599.0,52651.0
7533,314,21,year hour 7533,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7534,314,22,year hour 7534,67821.74,67.82174,67.82174,604.0,52967.0
7535,314,23,year hour 7535,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7536,315,0,year hour 7536,84257.97,84.25797,84.25797,627.0,56190.0
7537,315,1,year hour 7537,67763.65,67.76365,67.76365,602.0,52182.0
7538,315,2,year hour 7538,67864.3,67.8643,67.8643,601.0,52088.0
7539,315,3,year hour 7539,67591.19,67.59119,67.59119,601.0,52786.0
7540,315,4,year hour 7540,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7541,315,5,year hour 7541,68040.49,68.04049,68.04049,601.0,53095.0
7542,315,6,year hour 7542,71032.18,71.03218,71.03218,607.0,53189.0
7543,315,7,year hour 7543,68068.45,68.06845,68.06845,595.0,52165.0
7544,315,8,year hour 7544,69069.68000000001,69.06968,69.06968,604.0,53833.0
7545,315,9,year hour 7545,67953.64,67.95364,67.95364,604.0,52529.0
7546,315,10,year hour 7546,67944.94,67.94494,67.94494,602.0,52535.0
7547,315,11,year hour 7547,67802.9,67.8029,67.8029,588.0,52375.0
7548,315,12,year hour 7548,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7549,315,13,year hour 7549,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7550,315,14,year hour 7550,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7551,315,15,year hour 7551,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7552,315,16,year hour 7552,69555.96,69.55596,69.55596,608.0,53372.0
7553,315,17,year hour 7553,68005.42,68.00542,68.00542,598.0,52153.0
7554,315,18,year hour 7554,70931.0,70.931,70.931,607.0,53552.0
7555,315,19,year hour 7555,67678.63,67.67863,67.67863,599.0,52674.0
7556,315,20,year hour 7556,68076.09,68.07609,68.07609,599.0,52651.0
7557,315,21,year hour 7557,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7558,315,22,year hour 7558,67821.74,67.82174,67.82174,604.0,52967.0
7559,315,23,year hour 7559,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7560,316,0,year hour 7560,84257.97,84.25797,84.25797,627.0,56190.0
7561,316,1,year hour 7561,67763.65,67.76365,67.76365,602.0,52182.0
7562,316,2,year hour 7562,67864.3,67.8643,67.8643,601.0,52088.0
7563,316,3,year hour 7563,67591.19,67.59119,67.59119,601.0,52786.0
7564,316,4,year hour 7564,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7565,316,5,year hour 7565,68040.49,68.04049,68.04049,601.0,53095.0
7566,316,6,year hour 7566,71032.18,71.03218,71.03218,607.0,53189.0
7567,316,7,year hour 7567,68068.45,68.06845,68.06845,595.0,52165.0
7568,316,8,year hour 7568,69069.68000000001,69.06968,69.06968,604.0,53833.0
7569,316,9,year hour 7569,67953.64,67.95364,67.95364,604.0,52529.0
7570,316,10,year hour 7570,67944.94,67.94494,67.94494,602.0,52535.0
7571,316,11,year hour 7571,67802.9,67.8029,67.8029,588.0,52375.0
7572,316,12,year hour 7572,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7573,316,13,year hour 7573,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7574,316,14,year hour 7574,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7575,316,15,year hour 7575,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7576,316,16,year hour 7576,69555.96,69.55596,69.55596,608.0,53372.0
7577,316,17,year hour 7577,68005.42,68.00542,68.00542,598.0,52153.0
7578,316,18,year hour 7578,70931.0,70.931,70.931,607.0,53552.0
7579,316,19,year hour 7579,67678.63,67.67863,67.67863,599.0,52674.0
7580,316,20,year hour 7580,68076.09,68.07609,68.07609,599.0,52651.0
7581,316,21,year hour 7581,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7582,316,22,year hour 7582,67821.74,67.82174,67.82174,604.0,52967.0
7583,316,23,year hour 7583,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7584,317,0,year hour 7584,84257.97,84.25797,84.25797,627.0,56190.0
7585,317,1,year hour 7585,67763.65,67.76365,67.76365,602.0,52182.0
7586,317,2,year hour 7586,67864.3,67.8643,67.8643,601.0,52088.0
7587,317,3,year hour 7587,67591.19,67.59119,67.59119,601.0,52786.0
7588,317,4,year hour 7588,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7589,317,5,year hour 7589,68040.49,68.04049,68.04049,601.0,53095.0
7590,317,6,year hour 7590,71032.18,71.03218,71.03218,607.0,53189.0
7591,317,7,year hour 7591,68068.45,68.06845,68.06845,595.0,52165.0
7592,317,8,year hour 7592,69069.68000000001,69.06968,69.06968,604.0,53833.0
7593,317,9,year hour 7593,67953.64,67.95364,67.95364,604.0,52529.0
7594,317,10,year hour 7594,67944.94,67.94494,67.94494,602.0,52535.0
7595,317,11,year hour 7595,67802.9,67.8029,67.8029,588.0,52375.0
7596,317,12,year hour 7596,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7597,317,13,year hour 7597,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7598,317,14,year hour 7598,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7599,317,15,year hour 7599,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7600,317,16,year hour 7600,69555.96,69.55596,69.55596,608.0,53372.0
7601,317,17,year hour 7601,68005.42,68.00542,68.00542,598.0,52153.0
7602,317,18,year hour 7602,70931.0,70.931,70.931,607.0,53552.0
7603,317,19,year hour 7603,67678.63,67.67863,67.67863,599.0,52674.0
7604,317,20,year hour 7604,68076.09,68.07609,68.07609,599.0,52651.0
7605,317,21,year hour 7605,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7606,317,22,year hour 7606,67821.74,67.82174,67.82174,604.0,52967.0
7607,317,23,year hour 7607,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7608,318,0,year hour 7608,84257.97,84.25797,84.25797,627.0,56190.0
7609,318,1,year hour 7609,67763.65,67.76365,67.76365,602.0,52182.0
7610,318,2,year hour 7610,67864.3,67.8643,67.8643,601.0,52088.0
7611,318,3,year hour 7611,67591.19,67.59119,67.59119,601.0,52786.0
7612,318,4,year hour 7612,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7613,318,5,year hour 7613,68040.49,68.04049,68.04049,601.0,53095.0
7614,318,6,year hour 7614,71032.18,71.03218,71.03218,607.0,53189.0
7615,318,7,year hour 7615,68068.45,68.06845,68.06845,595.0,52165.0
7616,318,8,year hour 7616,69069.68000000001,69.06968,69.06968,604.0,53833.0
7617,318,9,year hour 7617,67953.64,67.95364,67.95364,604.0,52529.0
7618,318,10,year hour 7618,67944.94,67.94494,67.94494,602.0,52535.0
7619,318,11,year hour 7619,67802.9,67.8029,67.8029,588.0,52375.0
7620,318,12,year hour 7620,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7621,318,13,year hour 7621,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7622,318,14,year hour 7622,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7623,318,15,year hour 7623,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7624,318,16,year hour 7624,69555.96,69.55596,69.55596,608.0,53372.0
7625,318,17,year hour 7625,68005.42,68.00542,68.00542,598.0,52153.0
7626,318,18,year hour 7626,70931.0,70.931,70.931,607.0,53552.0
7627,318,19,year hour 7627,67678.63,67.67863,67.67863,599.0,52674.0
7628,318,20,year hour 7628,68076.09,68.07609,68.07609,599.0,52651.0
7629,318,21,year hour 7629,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7630,318,22,year hour 7630,67821.74,67.82174,67.82174,604.0,52967.0
7631,318,23,year hour 7631,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7632,319,0,year hour 7632,84257.97,84.25797,84.25797,627.0,56190.0
7633,319,1,year hour 7633,67763.65,67.76365,67.76365,602.0,52182.0
7634,319,2,year hour 7634,67864.3,67.8643,67.8643,601.0,52088.0
7635,319,3,year hour 7635,67591.19,67.59119,67.59119,601.0,52786.0
7636,319,4,year hour 7636,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7637,319,5,year hour 7637,68040.49,68.04049,68.04049,601.0,53095.0
7638,319,6,year hour 7638,71032.18,71.03218,71.03218,607.0,53189.0
7639,319,7,year hour 7639,68068.45,68.06845,68.06845,595.0,52165.0
7640,319,8,year hour 7640,69069.68000000001,69.06968,69.06968,604.0,53833.0
7641,319,9,year hour 7641,67953.64,67.95364,67.95364,604.0,52529.0
7642,319,10,year hour 7642,67944.94,67.94494,67.94494,602.0,52535.0
7643,319,11,year hour 7643,67802.9,67.8029,67.8029,588.0,52375.0
7644,319,12,year hour 7644,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7645,319,13,year hour 7645,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7646,319,14,year hour 7646,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7647,319,15,year hour 7647,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7648,319,16,year hour 7648,69555.96,69.55596,69.55596,608.0,53372.0
7649,319,17,year hour 7649,68005.42,68.00542,68.00542,598.0,52153.0
7650,319,18,year hour 7650,70931.0,70.931,70.931,607.0,53552.0
7651,319,19,year hour 7651,67678.63,67.67863,67.67863,599.0,52674.0
7652,319,20,year hour 7652,68076.09,68.07609,68.07609,599.0,52651.0
7653,319,21,year hour 7653,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7654,319,22,year hour 7654,67821.74,67.82174,67.82174,604.0,52967.0
7655,319,23,year hour 7655,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7656,320,0,year hour 7656,84257.97,84.25797,84.25797,627.0,56190.0
7657,320,1,year hour 7657,67763.65,67.76365,67.76365,602.0,52182.0
7658,320,2,year hour 7658,67864.3,67.8643,67.8643,601.0,52088.0
7659,320,3,year hour 7659,67591.19,67.59119,67.59119,601.0,52786.0
7660,320,4,year hour 7660,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7661,320,5,year hour 7661,68040.49,68.04049,68.04049,601.0,53095.0
7662,320,6,year hour 7662,71032.18,71.03218,71.03218,607.0,53189.0
7663,320,7,year hour 7663,68068.45,68.06845,68.06845,595.0,52165.0
7664,320,8,year hour 7664,69069.68000000001,69.06968,69.06968,604.0,53833.0
7665,320,9,year hour 7665,67953.64,67.95364,67.95364,604.0,52529.0
7666,320,10,year hour 7666,67944.94,67.94494,67.94494,602.0,52535.0
7667,320,11,year hour 7667,67802.9,67.8029,67.8029,588.0,52375.0
7668,320,12,year hour 7668,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7669,320,13,year hour 7669,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7670,320,14,year hour 7670,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7671,320,15,year hour 7671,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7672,320,16,year hour 7672,69555.96,69.55596,69.55596,608.0,53372.0
7673,320,17,year hour 7673,68005.42,68.00542,68.00542,598.0,52153.0
7674,320,18,year hour 7674,70931.0,70.931,70.931,607.0,53552.0
7675,320,19,year hour 7675,67678.63,67.67863,67.67863,599.0,52674.0
7676,320,20,year hour 7676,68076.09,68.07609,68.07609,599.0,52651.0
7677,320,21,year hour 7677,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7678,320,22,year hour 7678,67821.74,67.82174,67.82174,604.0,52967.0
7679,320,23,year hour 7679,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7680,321,0,year hour 7680,84257.97,84.25797,84.25797,627.0,56190.0
7681,321,1,year hour 7681,67763.65,67.76365,67.76365,602.0,52182.0
7682,321,2,year hour 7682,67864.3,67.8643,67.8643,601.0,52088.0
7683,321,3,year hour 7683,67591.19,67.59119,67.59119,601.0,52786.0
7684,321,4,year hour 7684,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7685,321,5,year hour 7685,68040.49,68.04049,68.04049,601.0,53095.0
7686,321,6,year hour 7686,71032.18,71.03218,71.03218,607.0,53189.0
7687,321,7,year hour 7687,68068.45,68.06845,68.06845,595.0,52165.0
7688,321,8,year hour 7688,69069.68000000001,69.06968,69.06968,604.0,53833.0
7689,321,9,year hour 7689,67953.64,67.95364,67.95364,604.0,52529.0
7690,321,10,year hour 7690,67944.94,67.94494,67.94494,602.0,52535.0
7691,321,11,year hour 7691,67802.9,67.8029,67.8029,588.0,52375.0
7692,321,12,year hour 7692,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7693,321,13,year hour 7693,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7694,321,14,year hour 7694,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7695,321,15,year hour 7695,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7696,321,16,year hour 7696,69555.96,69.55596,69.55596,608.0,53372.0
7697,321,17,year hour 7697,68005.42,68.00542,68.00542,598.0,52153.0
7698,321,18,year hour 7698,70931.0,70.931,70.931,607.0,53552.0
7699,321,19,year hour 7699,67678.63,67.67863,67.67863,599.0,52674.0
7700,321,20,year hour 7700,68076.09,68.07609,68.07609,599.0,52651.0
7701,321,21,year hour 7701,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7702,321,22,year hour 7702,67821.74,67.82174,67.82174,604.0,52967.0
7703,321,23,year hour 7703,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7704,322,0,year hour 7704,84257.97,84.25797,84.25797,627.0,56190.0
7705,322,1,year hour 7705,67763.65,67.76365,67.76365,602.0,52182.0
7706,322,2,year hour 7706,67864.3,67.8643,67.8643,601.0,52088.0
7707,322,3,year hour 7707,67591.19,67.59119,67.59119,601.0,52786.0
7708,322,4,year hour 7708,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7709,322,5,year hour 7709,68040.49,68.04049,68.04049,601.0,53095.0
7710,322,6,year hour 7710,71032.18,71.03218,71.03218,607.0,53189.0
7711,322,7,year hour 7711,68068.45,68.06845,68.06845,595.0,52165.0
7712,322,8,year hour 7712,69069.68000000001,69.06968,69.06968,604.0,53833.0
7713,322,9,year hour 7713,67953.64,67.95364,67.95364,604.0,52529.0
7714,322,10,year hour 7714,67944.94,67.94494,67.94494,602.0,52535.0
7715,322,11,year hour 7715,67802.9,67.8029,67.8029,588.0,52375.0
7716,322,12,year hour 7716,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7717,322,13,year hour 7717,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7718,322,14,year hour 7718,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7719,322,15,year hour 7719,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7720,322,16,year hour 7720,69555.96,69.55596,69.55596,608.0,53372.0
7721,322,17,year hour 7721,68005.42,68.00542,68.00542,598.0,52153.0
7722,322,18,year hour 7722,70931.0,70.931,70.931,607.0,53552.0
7723,322,19,year hour 7723,67678.63,67.67863,67.67863,599.0,52674.0
7724,322,20,year hour 7724,68076.09,68.07609,68.07609,599.0,52651.0
7725,322,21,year hour 7725,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7726,322,22,year hour 7726,67821.74,67.82174,67.82174,604.0,52967.0
7727,322,23,year hour 7727,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7728,323,0,year hour 7728,84257.97,84.25797,84.25797,627.0,56190.0
7729,323,1,year hour 7729,67763.65,67.76365,67.76365,602.0,52182.0
7730,323,2,year hour 7730,67864.3,67.8643,67.8643,601.0,52088.0
7731,323,3,year hour 7731,67591.19,67.59119,67.59119,601.0,52786.0
7732,323,4,year hour 7732,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7733,323,5,year hour 7733,68040.49,68.04049,68.04049,601.0,53095.0
7734,323,6,year hour 7734,71032.18,71.03218,71.03218,607.0,53189.0
7735,323,7,year hour 7735,68068.45,68.06845,68.06845,595.0,52165.0
7736,323,8,year hour 7736,69069.68000000001,69.06968,69.06968,604.0,53833.0
7737,323,9,year hour 7737,67953.64,67.95364,67.95364,604.0,52529.0
7738,323,10,year hour 7738,67944.94,67.94494,67.94494,602.0,52535.0
7739,323,11,year hour 7739,67802.9,67.8029,67.8029,588.0,52375.0
7740,323,12,year hour 7740,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7741,323,13,year hour 7741,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7742,323,14,year hour 7742,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7743,323,15,year hour 7743,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7744,323,16,year hour 7744,69555.96,69.55596,69.55596,608.0,53372.0
7745,323,17,year hour 7745,68005.42,68.00542,68.00542,598.0,52153.0
7746,323,18,year hour 7746,70931.0,70.931,70.931,607.0,53552.0
7747,323,19,year hour 7747,67678.63,67.67863,67.67863,599.0,52674.0
7748,323,20,year hour 7748,68076.09,68.07609,68.07609,599.0,52651.0
7749,323,21,year hour 7749,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7750,323,22,year hour 7750,67821.74,67.82174,67.82174,604.0,52967.0
7751,323,23,year hour 7751,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7752,324,0,year hour 7752,84257.97,84.25797,84.25797,627.0,56190.0
7753,324,1,year hour 7753,67763.65,67.76365,67.76365,602.0,52182.0
7754,324,2,year hour 7754,67864.3,67.8643,67.8643,601.0,52088.0
7755,324,3,year hour 7755,67591.19,67.59119,67.59119,601.0,52786.0
7756,324,4,year hour 7756,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7757,324,5,year hour 7757,68040.49,68.04049,68.04049,601.0,53095.0
7758,324,6,year hour 7758,71032.18,71.03218,71.03218,607.0,53189.0
7759,324,7,year hour 7759,68068.45,68.06845,68.06845,595.0,52165.0
7760,324,8,year hour 7760,69069.68000000001,69.06968,69.06968,604.0,53833.0
7761,324,9,year hour 7761,67953.64,67.95364,67.95364,604.0,52529.0
7762,324,10,year hour 7762,67944.94,67.94494,67.94494,602.0,52535.0
7763,324,11,year hour 7763,67802.9,67.8029,67.8029,588.0,52375.0
7764,324,12,year hour 7764,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7765,324,13,year hour 7765,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7766,324,14,year hour 7766,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7767,324,15,year hour 7767,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7768,324,16,year hour 7768,69555.96,69.55596,69.55596,608.0,53372.0
7769,324,17,year hour 7769,68005.42,68.00542,68.00542,598.0,52153.0
7770,324,18,year hour 7770,70931.0,70.931,70.931,607.0,53552.0
7771,324,19,year hour 7771,67678.63,67.67863,67.67863,599.0,52674.0
7772,324,20,year hour 7772,68076.09,68.07609,68.07609,599.0,52651.0
7773,324,21,year hour 7773,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7774,324,22,year hour 7774,67821.74,67.82174,67.82174,604.0,52967.0
7775,324,23,year hour 7775,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7776,325,0,year hour 7776,84257.97,84.25797,84.25797,627.0,56190.0
7777,325,1,year hour 7777,67763.65,67.76365,67.76365,602.0,52182.0
7778,325,2,year hour 7778,67864.3,67.8643,67.8643,601.0,52088.0
7779,325,3,year hour 7779,67591.19,67.59119,67.59119,601.0,52786.0
7780,325,4,year hour 7780,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7781,325,5,year hour 7781,68040.49,68.04049,68.04049,601.0,53095.0
7782,325,6,year hour 7782,71032.18,71.03218,71.03218,607.0,53189.0
7783,325,7,year hour 7783,68068.45,68.06845,68.06845,595.0,52165.0
7784,325,8,year hour 7784,69069.68000000001,69.06968,69.06968,604.0,53833.0
7785,325,9,year hour 7785,67953.64,67.95364,67.95364,604.0,52529.0
7786,325,10,year hour 7786,67944.94,67.94494,67.94494,602.0,52535.0
7787,325,11,year hour 7787,67802.9,67.8029,67.8029,588.0,52375.0
7788,325,12,year hour 7788,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7789,325,13,year hour 7789,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
7790,325,14,year hour 7790,67660.66,67.66066000000001,67.66066000000001,601.0,53191.0
7791,325,15,year hour 7791,68569.25,68.56924999999998,68.56924999999998,595.0,52507.0
7792,325,16,year hour 7792,69555.96,69.55596,69.55596,608.0,53372.0
7793,325,17,year hour 7793,68005.42,68.00542,68.00542,598.0,52153.0
7794,325,18,year hour 7794,70931.0,70.931,70.931,607.0,53552.0
7795,325,19,year hour 7795,67678.63,67.67863,67.67863,599.0,52674.0
7796,325,20,year hour 7796,68076.09,68.07609,68.07609,599.0,52651.0
7797,325,21,year hour 7797,67722.46,67.72246000000001,67.72246000000001,602.0,53040.0
7798,325,22,year hour 7798,67821.74,67.82174,67.82174,604.0,52967.0
7799,325,23,year hour 7799,66036.23,66.03622999999999,66.03622999999999,582.0,51731.0
7800,326,0,year hour 7800,84257.97,84.25797,84.25797,627.0,56190.0
7801,326,1,year hour 7801,67763.65,67.76365,67.76365,602.0,52182.0
7802,326,2,year hour 7802,67864.3,67.8643,67.8643,601.0,52088.0
7803,326,3,year hour 7803,67591.19,67.59119,67.59119,601.0,52786.0
7804,326,4,year hour 7804,68144.07,68.14407000000001,68.14407000000001,601.0,52279.0
7805,326,5,year hour 7805,68040.49,68.04049,68.04049,601.0,53095.0
7806,326,6,year hour 7806,71032.18,71.03218,71.03218,607.0,53189.0
7807,326,7,year hour 7807,68068.45,68.06845,68.06845,595.0,52165.0
7808,326,8,year hour 7808,69069.68000000001,69.06968,69.06968,604.0,53833.0
7809,326,9,year hour 7809,67953.64,67.95364,67.95364,604.0,52529.0
7810,326,10,year hour 7810,67944.94,67.94494,67.94494,602.0,52535.0
7811,326,11,year hour 7811,67802.9,67.8029,67.8029,588.0,52375.0
7812,326,12,year hour 7812,81722.33,81.72233000000001,81.72233000000001,620.0,54880.0
7813,326,13,year hour 7813,67952.15,67.95214999999999,67.95214999999999,600.0,52484.0
